,N. parvum,X. sp.,descriptions
IPR011042,15,13,"Six-bladed beta-propeller, TolB-like"
IPR034164,11,2,Pepsin-like domain
IPR001547,15,12,"Glycoside hydrolase, family 5"
IPR003959,50,52,"ATPase, AAA-type, core"
IPR001608,3,2,"Alanine racemase, N-terminal"
IPR026956,2,1,D-serine dehydratase-like domain
IPR029066,5,3,PLP-binding barrel
IPR042208,2,1,D-serine dehydratase-like domain superfamily
IPR016813,1,1,"NADH dehydrogenase [ubiquinone] (complex I), 21kDa subunit, fungi"
IPR014729,40,35,Rossmann-like alpha/beta/alpha sandwich fold
IPR002629,2,4,"Cobalamin-independent methionine synthase MetE, C-terminal/archaeal"
IPR006276,1,1,Cobalamin-independent methionine synthase
IPR013215,1,1,"Cobalamin-independent methionine synthase MetE, N-terminal"
IPR038071,7,4,UROD/MetE-like superfamily
IPR000210,26,11,BTB/POZ domain
IPR011043,9,8,"Galactose oxidase/kelch, beta-propeller"
IPR015915,17,14,Kelch-type beta propeller
IPR021822,4,4,Protein of unknown function DUF3405
IPR006045,5,2,Cupin 1
IPR017774,2,2,"Bicupin, oxalate decarboxylase/oxidase"
IPR013057,10,9,"Amino acid transporter, transmembrane domain"
IPR013719,2,2,"Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain"
IPR008979,24,28,Galactose-binding-like domain superfamily
IPR013180,1,0,"Beta-catenin-like protein 1, N-terminal"
IPR039678,1,0,Beta-catenin-like protein 1
IPR000626,5,8,Ubiquitin-like domain
IPR009060,19,10,UBA-like superfamily
IPR015496,1,1,Ubiquilin
IPR015940,9,5,Ubiquitin-associated domain
IPR029071,20,18,Ubiquitin-like domain superfamily
IPR002364,4,3,"Quinone oxidoreductase/zeta-crystallin, conserved site"
IPR007120,3,3,"DNA-directed RNA polymerase, subunit 2, hybrid-binding domain"
IPR007121,3,3,"RNA polymerase, beta subunit, conserved site"
IPR007641,3,3,"RNA polymerase Rpb2, domain 7"
IPR007642,3,3,"RNA polymerase Rpb2, domain 2"
IPR007644,3,3,"RNA polymerase, beta subunit, protrusion"
IPR007645,3,3,"RNA polymerase Rpb2, domain 3"
IPR007646,2,2,"RNA polymerase Rpb2, domain 4"
IPR007647,2,2,"RNA polymerase Rpb2, domain 5"
IPR014724,3,3,"RNA polymerase Rpb2, OB-fold"
IPR015712,3,3,"DNA-directed RNA polymerase, subunit 2"
IPR037033,3,3,"DNA-directed RNA polymerase, subunit 2, hybrid-binding domain superfamily"
IPR037034,3,2,"RNA polymerase Rpb2, domain 2 superfamily"
IPR002130,10,8,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
IPR029000,11,8,Cyclophilin-like domain superfamily
IPR035538,1,1,"PPIL4-like, cyclophilin domain"
IPR035542,1,1,Cyclophilin-RNA interacting protein
IPR003021,1,1,Rad1/Rec1/Rad17
IPR046938,2,3,DNA clamp superfamily
IPR046347,21,23,Basic-leucine zipper domain superfamily
IPR013740,3,3,Redoxin
IPR036249,64,67,Thioredoxin-like superfamily
IPR016156,4,3,"FAD/NAD-linked reductase, dimerisation domain superfamily"
IPR017941,3,9,Rieske [2Fe-2S] iron-sulphur domain
IPR023753,26,22,FAD/NAD(P)-binding domain
IPR028202,1,1,"Reductase, C-terminal"
IPR036922,4,9,Rieske [2Fe-2S] iron-sulphur domain superfamily
IPR034674,1,0,"Serine/threonine-protein kinase Kin4/ppk1, catalytic domain"
IPR000322,7,5,Glycoside hydrolase family 31
IPR011013,15,15,Galactose mutarotase-like domain superfamily
IPR030458,2,1,"Glycosyl hydrolases family 31, active site"
IPR031727,2,3,"Galactose mutarotase, N-terminal barrel"
IPR013780,17,12,"Glycosyl hydrolase, all-beta"
IPR030459,1,0,"Glycosyl hydrolases family 31, conserved site"
IPR001692,2,1,"Histidinol dehydrogenase, conserved site"
IPR002496,1,1,Phosphoribosyl-AMP cyclohydrolase domain
IPR008179,1,1,Phosphoribosyl-ATP pyrophosphohydrolase
IPR012131,2,1,Histidinol dehydrogenase
IPR016161,26,20,Aldehyde/histidinol dehydrogenase
IPR016298,1,1,Histidine biosynthesis trifunctional-protein
IPR021130,1,1,Phosphoribosyl-ATP pyrophosphohydrolase-like
IPR038019,1,1,Phosphoribosyl-AMP cyclohydrolase domain superfamily
IPR018839,2,1,"Cryptic loci regulator 2, C-terminal"
IPR038986,2,1,Cryptic loci regulator 2
IPR001000,3,1,Glycoside hydrolase family 10 domain
IPR044846,3,1,Glycoside hydrolase family 10
IPR040410,4,1,UPF0658 Golgi apparatus membrane protein
IPR007248,6,5,Mpv17/PMP22
IPR039634,1,1,Bul1-like
IPR003734,3,3,Domain of unknown function DUF155
IPR016137,4,4,RGS domain
IPR036305,7,5,RGS domain superfamily
IPR044926,6,5,"RGS, subdomain 2"
IPR002314,7,6,"Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)"
IPR002320,2,1,"Threonine-tRNA ligase, class IIa"
IPR004154,6,6,Anticodon-binding
IPR006195,17,16,"Aminoacyl-tRNA synthetase, class II"
IPR033728,2,1,Threonine-tRNA ligase catalytic core domain
IPR036621,7,7,Anticodon-binding domain superfamily
IPR045864,22,23,Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
IPR000014,13,5,PAS domain
IPR001789,16,12,"Signal transduction response regulator, receiver domain"
IPR003594,19,13,Histidine kinase/HSP90-like ATPase
IPR003661,14,9,"Signal transduction histidine kinase, dimerisation/phosphoacceptor domain"
IPR004358,15,9,"Signal transduction histidine kinase-related protein, C-terminal"
IPR005467,15,10,Histidine kinase domain
IPR011006,16,13,CheY-like superfamily
IPR013656,1,0,PAS fold-4
IPR035965,15,7,PAS domain superfamily
IPR036097,14,9,"Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily"
IPR036890,24,20,Histidine kinase/HSP90-like ATPase superfamily
IPR009348,1,1,Nitrogen permease regulator 2
IPR008417,1,1,B-cell receptor-associated protein 29/31
IPR040463,1,1,"BAP29/BAP31, transmembrane domain"
IPR041672,1,1,Bap31/Bap29 cytoplasmic coiled-coil domain
IPR019340,2,1,Histone acetyltransferases subunit 3
IPR006597,6,6,Sel1-like repeat
IPR003034,6,4,SAP domain
IPR034257,1,0,"Acinus, RNA recognition motif"
IPR036361,5,2,SAP domain superfamily
IPR005178,2,2,Organic solute transporter subunit alpha/Transmembrane protein 184
IPR004182,2,1,GRAM domain
IPR031968,2,1,VASt domain
IPR002474,2,0,"Carbamoyl-phosphate synthase small subunit, N-terminal domain"
IPR006274,2,0,"Carbamoyl-phosphate synthase, small subunit"
IPR035686,2,1,"Carbamoyl-phosphate synthase small subunit, GATase1 domain"
IPR036480,2,0,"Carbamoyl-phosphate synthase small subunit, N-terminal domain superfamily"
IPR017956,4,2,"AT hook, DNA-binding motif"
IPR000049,1,0,"Electron transfer flavoprotein, beta-subunit, conserved site"
IPR012255,1,0,"Electron transfer flavoprotein, beta subunit"
IPR014730,2,1,"Electron transfer flavoprotein, alpha/beta-subunit, N-terminal"
IPR033948,1,0,"Electron transfer flavoprotein, beta subunit, N-terminal"
IPR001164,5,3,Arf GTPase activating protein
IPR037278,5,3,ARFGAP/RecO-like zinc finger
IPR038508,5,3,ArfGAP domain superfamily
IPR003163,2,6,"Transcription regulator HTH, APSES-type DNA-binding domain"
IPR018004,2,4,"KilA/APSES-type HTH, DNA-binding"
IPR036887,4,6,HTH APSES-type DNA-binding domain superfamily
IPR000182,30,42,GNAT domain
IPR011488,1,0,"Translation initiation factor 2, alpha subunit"
IPR024054,1,0,"Translation initiation factor 2, alpha subunit, middle domain superfamily"
IPR024055,1,0,"Translation initiation factor 2, alpha subunit, C-terminal"
IPR000743,9,6,"Glycoside hydrolase, family 28"
IPR006626,5,2,Parallel beta-helix repeat
IPR011050,30,23,Pectin lyase fold/virulence factor
IPR012334,30,23,Pectin lyase fold
IPR000070,2,3,"Pectinesterase, catalytic"
IPR033876,2,3,Secreted aspartic endopeptidase
IPR003154,2,3,S1/P1 nuclease
IPR008947,2,3,Phospholipase C/P1 nuclease domain superfamily
IPR010856,2,3,Gig2-like
IPR005066,3,2,"Moybdenum cofactor oxidoreductase, dimerisation"
IPR008335,3,2,Eukaryotic molybdopterin oxidoreductase
IPR001878,9,13,"Zinc finger, CCHC-type"
IPR036875,10,10,"Zinc finger, CCHC-type superfamily"
IPR005900,1,1,"6-phosphogluconolactonase, DevB-type"
IPR006148,2,2,Glucosamine/galactosamine-6-phosphate isomerase
IPR037171,11,10,NagB/RpiA transferase-like
IPR039104,1,1,6-Phosphogluconolactonase
IPR006593,3,5,Cytochrome b561/ferric reductase transmembrane
IPR045150,2,2,Transmembrane reductase CYB561D1/2
IPR004136,6,4,Nitronate monooxygenase
IPR025870,1,0,Glyoxalase-like domain
IPR029068,10,9,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase
IPR021838,5,0,Protein of unknown function DUF3431
IPR019542,2,1,"Enhancer of polycomb-like, N-terminal"
IPR005282,1,1,Lysosomal cystine transporter
IPR006603,7,4,PQ-loop repeat
IPR001005,17,18,SANT/Myb domain
IPR009057,28,25,Homeobox-like domain superfamily
IPR006913,11,10,CENP-V/GFA domain
IPR011057,13,13,Mss4-like superfamily
IPR002569,1,1,Peptide methionine sulphoxide reductase MsrA domain
IPR036509,1,1,Peptide methionine sulphoxide reductase MsrA superfamily
IPR037518,6,7,MPN domain
IPR000286,5,5,Histone deacetylase family
IPR003084,3,3,Histone deacetylase
IPR023696,10,9,Ureohydrolase domain superfamily
IPR023801,5,5,Histone deacetylase domain
IPR037138,6,5,Histone deacetylase domain superfamily
IPR038883,15,4,Uncharacterized protein AN11006-like
IPR006139,10,8,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain"
IPR006140,12,10,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain"
IPR029753,9,7,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site"
IPR002319,2,2,Phenylalanyl-tRNA synthetase
IPR004529,1,0,"Phenylalanyl-tRNA synthetase, class IIc, alpha subunit"
IPR040725,1,1,"PheRS, DNA binding domain 3"
IPR008257,3,2,Peptidase M19
IPR001952,2,1,Alkaline phosphatase
IPR017850,26,14,"Alkaline-phosphatase-like, core domain superfamily"
IPR018299,1,0,"Alkaline phosphatase, active site"
IPR007832,1,1,RNA polymerase Rpc34
IPR016049,1,1,RNA polymerase Rpc34-like
IPR001248,15,7,Purine-cytosine permease
IPR026030,3,6,Purine-cytosine permease Fcy2/21/22
IPR013724,1,1,"GIT, Spa2 homology (SHD) domain"
IPR022018,1,0,"ARF GTPase-activating protein GIT1, C-terminal"
IPR039892,1,1,Protein Spa2/Sph1
IPR000595,5,3,Cyclic nucleotide-binding domain
IPR006553,4,3,"Leucine-rich repeat, cysteine-containing subtype"
IPR018488,2,2,"Cyclic nucleotide-binding, conserved site"
IPR018490,4,3,Cyclic nucleotide-binding domain superfamily
IPR006094,34,45,"FAD linked oxidase, N-terminal"
IPR012951,17,21,Berberine/berberine-like
IPR016166,37,44,"FAD-binding domain, PCMH-type"
IPR016169,41,53,"FAD-binding, type PCMH, subdomain 2"
IPR036318,40,51,"FAD-binding, type PCMH-like superfamily"
IPR000873,56,42,AMP-dependent synthetase/ligase domain
IPR020845,48,26,"AMP-binding, conserved site"
IPR025110,23,8,"AMP-binding enzyme, C-terminal domain"
IPR045851,40,25,"AMP-binding enzyme, C-terminal domain superfamily"
IPR045225,12,2,Uracil/uridine/allantoin permease
IPR033307,1,0,"Ted1, metallophosphatase domain"
IPR033308,2,2,PGAP5/Cdc1/Ted1
IPR001117,14,8,"Multicopper oxidase, second cupredoxin domain"
IPR008972,20,14,Cupredoxin
IPR011706,13,9,"Multicopper oxidase, C-terminal"
IPR045087,16,10,Multicopper oxidase
IPR011707,13,8,"Multicopper oxidase, N-terminal"
IPR010473,2,2,"Formin, GTPase-binding domain"
IPR000541,1,1,Cytoplasmic tRNA 2-thiolation protein 1
IPR011063,2,2,"tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal"
IPR020554,1,1,"Uncharacterised protein family UPF0021, conserved site"
IPR032442,1,1,"Cytoplasmic tRNA 2-thiolation protein 1, C-terminal"
IPR010033,1,1,"HAD-superfamily phosphatase, subfamily IIIC"
IPR010036,1,1,"Magnesium-dependent phosphatase-1, eukaryotic/archaeal-type"
IPR035679,1,0,"Magnesium-dependent phosphatase-1, eukaryotic-type"
IPR004898,7,1,Pectate lyase PlyH/PlyE-like
IPR001466,8,14,Beta-lactamase-related
IPR012338,8,14,Beta-lactamase/transpeptidase-like
IPR001360,5,1,Glycoside hydrolase family 1
IPR006015,2,1,Universal stress protein A family
IPR006016,2,1,UspA
IPR000866,5,3,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant
IPR013766,16,18,Thioredoxin domain
IPR000132,3,2,"Nitrilase/cyanide hydratase, conserved site"
IPR003010,10,8,Carbon-nitrogen hydrolase
IPR036526,10,8,Carbon-nitrogen hydrolase superfamily
IPR044149,5,2,Nitrilase/Cyanide hydratase
IPR000898,3,4,"Indoleamine 2,3-dioxygenase"
IPR037217,3,4,"Tryptophan/Indoleamine 2,3-dioxygenase-like"
IPR000192,7,6,Aminotransferase class V domain
IPR010111,2,1,Kynureninase
IPR015421,48,57,"Pyridoxal phosphate-dependent transferase, major domain"
IPR015422,39,41,"Pyridoxal phosphate-dependent transferase, small domain"
IPR015424,48,59,Pyridoxal phosphate-dependent transferase
IPR002938,54,49,FAD-binding domain
IPR002937,11,14,Amine oxidase
IPR029175,1,0,Exocyst complex component EXOC2/Sec5
IPR039481,1,0,"Exocyst complex component EXOC2/Sec5, N-terminal domain"
IPR004434,2,1,Isocitrate dehydrogenase NAD-dependent
IPR019818,4,3,"Isocitrate/isopropylmalate dehydrogenase, conserved site"
IPR024084,4,4,Isopropylmalate dehydrogenase-like domain
IPR025204,1,1,Centromere subunit L
IPR002575,10,40,Aminoglycoside phosphotransferase
IPR023606,8,5,CoA-transferase family III domain 1 superfamily
IPR010839,3,2,Acyclic terpene utilisation
IPR000198,8,7,Rho GTPase-activating protein domain
IPR001781,3,2,"Zinc finger, LIM-type"
IPR008936,10,11,Rho GTPase activation protein
IPR024395,1,1,CLASP N-terminal domain
IPR034085,3,3,TOG domain
IPR007541,1,1,"Uncharacterised protein family, basic secretory protein"
IPR006439,9,5,"HAD hydrolase, subfamily IA"
IPR010237,1,2,Pyrimidine 5-nucleotidase
IPR041492,10,6,Haloacid dehalogenase-like hydrolase
IPR004087,9,8,K Homology domain
IPR004088,8,9,"K Homology domain, type 1"
IPR036612,10,11,"K Homology domain, type 1 superfamily"
IPR023041,6,2,"Glucose receptor Git3, N-terminal"
IPR006710,14,13,"Glycoside hydrolase, family 43"
IPR023296,20,19,"Glycosyl hydrolase, five-bladed beta-propellor domain superfamily"
IPR021163,1,1,"Ferredoxin-NADP+ reductase, adrenodoxin-type"
IPR018814,1,1,Protein of unknown function DUF5427
IPR019034,1,1,Uncharacterised protein family UPF0390
IPR029018,5,7,"Beta-hexosaminidase-like, domain 2"
IPR031924,1,2,Glycosyl hydrolase family 115
IPR041437,1,2,Gylcosyl hydrolase 115 C-terminal domain
IPR042301,1,2,Glycosyl hydrolase 115 superfamily
IPR000383,4,1,Xaa-Pro dipeptidyl-peptidase-like domain
IPR002872,4,1,Proline dehydrogenase domain
IPR015659,3,1,Proline oxidase family
IPR029041,6,3,FAD-linked oxidoreductase-like
IPR029069,16,20,HotDog domain superfamily
IPR002618,3,3,UDPGP family
IPR016267,2,2,UTP--glucose-1-phosphate uridylyltransferase
IPR041679,6,6,"DNA2/NAM7 helicase-like, C-terminal"
IPR045055,6,5,DNA2/NAM7-like helicase
IPR013809,4,4,ENTH domain
IPR020892,7,7,"Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site"
IPR024936,4,1,Cyclophilin-type peptidyl-prolyl cis-trans isomerase
IPR000277,6,6,"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme"
IPR000008,8,12,C2 domain
IPR017147,1,1,Tricalbin
IPR031468,6,6,Synaptotagmin-like mitochondrial-lipid-binding domain
IPR037756,1,1,"Tricalbin, C2D domain"
IPR037761,1,1,"Tricalbin, C2A domain"
IPR037762,1,1,"Tricalbin, C2C domain"
IPR037765,3,2,"Tricalbin, C2B domain"
IPR000836,10,9,Phosphoribosyltransferase domain
IPR005764,1,1,Adenine phosphoribosyl transferase
IPR029057,10,11,Phosphoribosyltransferase-like
IPR006056,4,2,RidA family
IPR006175,6,6,YjgF/YER057c/UK114 family
IPR019897,2,1,"RidA, conserved site"
IPR035959,7,7,RutC-like superfamily
IPR008111,1,1,RNA-binding motif protein 8
IPR033744,1,1,"RBM8, RNA recognition motif"
IPR005198,9,11,"Glycoside hydrolase, family 76"
IPR001440,3,2,Tetratricopeptide repeat 1
IPR006636,2,2,Heat shock chaperonin-binding
IPR019734,32,34,Tetratricopeptide repeat
IPR041243,1,1,"STI1/HOP, DP domain"
IPR001494,8,9,"Importin-beta, N-terminal domain"
IPR003656,1,1,"Zinc finger, BED-type"
IPR013087,67,63,Zinc finger C2H2-type
IPR036236,42,47,Zinc finger C2H2 superfamily
IPR006113,2,0,"6-phosphogluconate dehydrogenase, decarboxylating"
IPR006114,2,2,"6-phosphogluconate dehydrogenase, C-terminal"
IPR006115,9,8,"6-phosphogluconate dehydrogenase, NADP-binding"
IPR006183,2,2,6-phosphogluconate dehydrogenase
IPR013328,21,18,"6-phosphogluconate dehydrogenase, domain 2"
IPR006845,3,3,"Pex, N-terminal"
IPR025654,2,2,Peroxisome biogenesis factor 2/10
IPR003137,6,7,PA domain
IPR007365,4,2,"Transferrin receptor-like, dimerisation domain"
IPR007484,10,13,Peptidase M28
IPR036757,4,2,"Transferrin receptor-like, dimerisation domain superfamily"
IPR039373,4,2,Glutamate carboxypeptidase 2-like
IPR046450,7,7,PA domain superfamily
IPR005000,5,2,HpcH/HpaI aldolase/citrate lyase domain
IPR011206,2,1,Citrate lyase beta subunit-like
IPR015813,15,9,Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily
IPR040442,14,8,Pyruvate kinase-like domain superfamily
IPR039569,4,1,N-terminal of MaoC-like dehydratase
IPR006091,10,10,"Acyl-CoA oxidase/dehydrogenase, middle domain"
IPR003673,7,5,CoA-transferase family III
IPR044855,3,2,CoA-transferase family III domain 3 superfamily
IPR025340,2,1,Protein of unknown function DUF4246
IPR001279,17,11,Metallo-beta-lactamase
IPR008579,1,0,"(S)-ureidoglycine aminohydrolase, cupin domain"
IPR007396,2,0,Transcriptional regulator PAI 2-type
IPR011527,24,18,"ABC transporter type 1, transmembrane domain"
IPR036640,24,20,"ABC transporter type 1, transmembrane domain superfamily"
IPR000757,21,14,Glycoside hydrolase family 16
IPR000953,10,7,Chromo/chromo shadow domain
IPR002625,2,2,Smr domain
IPR008251,1,1,Chromo shadow domain
IPR016197,10,7,Chromo-like domain superfamily
IPR023779,1,2,"Chromo domain, conserved site"
IPR023780,5,4,Chromo domain
IPR036063,2,3,Smr domain superfamily
IPR002194,7,8,"Chaperonin TCP-1, conserved site"
IPR012718,1,1,"T-complex protein 1, epsilon subunit"
IPR013860,4,3,"Nitrogen regulatory protein areA, GATA-like domain"
IPR021711,1,1,Protein of unknown function DUF3295
IPR021833,4,5,Protein of unknown function DUF3425
IPR024957,1,1,Cep57 centrosome microtubule-binding domain
IPR025925,1,1,PPC89 centrosome localisation domain
IPR009486,1,1,Purine nucleoside permease
IPR000675,5,9,Cutinase/acetylxylan esterase
IPR019318,1,1,"Guanine nucleotide exchange factor, Ric8"
IPR022031,1,1,"Telomere-associated protein Rif1, N-terminal"
IPR008183,3,4,Aldose 1-/Glucose-6-phosphate 1-epimerase
IPR014718,10,12,Glycoside hydrolase-type carbohydrate-binding
IPR025532,1,1,Glucose-6-phosphate 1-epimerase
IPR004302,1,1,"Cellulose/chitin-binding protein, N-terminal"
IPR036915,14,9,Cyclin-like superfamily
IPR043198,5,2,Cyclin/Cyclin-like subunit Ssn8
IPR005378,1,1,Vacuolar protein sorting-associated protein 35
IPR042491,1,1,"Vacuolar protein sorting-associated protein 35, C-terminal"
IPR006108,3,1,"3-hydroxyacyl-CoA dehydrogenase, C-terminal"
IPR006176,3,1,"3-hydroxyacyl-CoA dehydrogenase, NAD binding"
IPR006180,2,1,"3-hydroxyacyl-CoA dehydrogenase, conserved site"
IPR022694,2,1,3-hydroxyacyl-CoA dehydrogenase
IPR006906,1,1,"Timeless, N-terminal"
IPR044998,1,1,Timeless
IPR001447,2,0,Arylamine N-acetyltransferase
IPR007217,1,1,Per1-like
IPR024661,1,0,"DNA-directed RNA polymerase III, subunit Rpc31"
IPR000782,2,2,FAS1 domain
IPR036378,3,3,FAS1 domain superfamily
IPR002524,9,6,Cation efflux protein
IPR027469,9,6,Cation efflux transmembrane domain superfamily
IPR045316,1,1,Zinc transporter Msc2-like
IPR029164,1,1,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y
IPR039254,3,2,Protein Rds1
IPR013946,1,1,Nuclear control of ATP synthase 2
IPR000195,12,12,Rab-GAP-TBC domain
IPR035969,12,12,Rab-GAP-TBC domain superfamily
IPR000608,22,20,Ubiquitin-conjugating enzyme E2
IPR016135,27,25,Ubiquitin-conjugating enzyme/RWD-like
IPR005455,1,1,Profilin
IPR027310,1,0,Profilin conserved site
IPR036140,1,0,Profilin superfamily
IPR029498,4,4,"Prion-inhibition and propagation, HeLo domain"
IPR038305,5,4,HeLo domain superfamily
